E Bike
Charger","1000/
1350",2000,2350,40amp,16MM,"PSW
LEd",bag 20,bag24,din set,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,model,,models,,,,,,sy,Slt,sb,P,Liv,Liv.A,Other,SY,SL,SB,sy,Slt,sb,P,Liv,Liv.A,Oth.,sy,Slt,sb,P,Liv,Liv.A,Oth.,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,P,Liv,Liv.A,Other,SY,SL,Sb,Liv,Liv.A,P,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,P,Liv,Liv.A,Other,sy,Slt,sb,sy,Slt,sb,Liv.A,sy,Slt,sb,P,sy,Slt,sb,P,sy,Slt,P,sy,Slt,pl,sy,Slt,sm,P,sy,Slt,sm,P,sy,Slt,sb,P,sy,Slt,sb,P,sy,slt,Pl,con,charg.,,,"SYLE
,HR678(A),Ravinder Sir,31-12-2025,31-12-2025,13-1-2026,Malik Battery Uchana(Order A),New Dp-1500-2%-200 Extra,1697 (13-1-26),,,28,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR636,Salman sir,23-12-2025,29-12-2025,13-1-2026,Ratan Power System Firozabad ,"New Dp-1500-2%-200
125 PLAZA-20.50","1689,1690 
(13-1-26)",FOC,dispatch after 5 lac,61,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,10,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR636,Salman sir,23-12-2025,29-12-2025,13-1-2026,Ratan Power System Firozabad ,"DP-2100-200EXTRA
125 PLAZA-20.50",1691 (13-1-26),,2%,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,,,,,13-1-2026,Ratan Power System Firozabad Claim,Replacement ,1699 (13-1-26),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-12-2026,HR598,Salman sir,16-12-2025,1-12-2026,13-1-2026,Chauhan Battery House Mainpuri,DP-46000 wITH CHARGER,1693 (13-1-26),,1 batt Replcment,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1-12-2026,13-1-2026,Chauhan Battery House Mainpuri Claim,Replacement ,1700 (13-1-26),,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,,,,30-12-2025,13-1-2026,Chauhan battery Mainpuri,WRS FOC,1694 (13-1-26),,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,,,,30-12-2025,13-1-2026,Ratan Power System Firozabad,WRS FOC,1692 (13-1-26),,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR681(A),Arun Sir,31-12-2025,31-12-2025,13-1-2026,Ajeet Repairing Bawal(Order A),"DP-1300-2%-200 EXTRA
Panel -14.50 RS","1695,1696
(13-1-26)",,discpatch after 2.5 lac,43,,,,,,,,,,,15,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR656(C),Rambir Sir,29-12-2025,30-12,13-1-2026,Raja Enterprises Hisar(Order C2),"dp-1500-2%-3%cd-200 extra
595 sy-14.50-3%","1702,1703
(13-1-26)",,,39,,10,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR703,Jagat sir,13-1-2026,31-12-2025,13-1-2026,Shiva Ent. Palwal,Dp-1500-2%-200Extra,1701 (13-1-26),,,50,,,,,,,,,,,15,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-2025,HR704,Jagat sir,13-1-2026,31-12-2025,13-1-2026,Shiva Ent. Palwal,,1701 (13-1-26),,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"331 Dispatch Jan,",,,,,281,0,10,0,0,0,10,10,0,0,0,75,15,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,12,0,3,0,0,0,0,0,0,34,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,8,,2,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
,Bal,,,,,Total Dispatch Dec. 667 pc,,     ,,,1395,14,14,0,0,0,2,0,1,5,0,18,64,0,0,11,11,0,30,3,0,0,0,4,0,41,21,0,0,3,1,0,0,0,0,0,0,0,0,24,5,0,0,0,0,34,14,0,0,10,2,0,1,54,0,0,1,2,1,45,0,0,0,0,44,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,21,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,1,0,0,2,3,6,0,0,96,0,0,12,0,0,0,0,0,1,22,31,0,0,0,14,17,8,0,11,0,2,0,12,10,6,0,24,5,22,3,13,2,0,0,0,10,0,0,0,0,0,117,-1,2,0,,,,343,,27,0,0,1,2,0,0,,,,12,1,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
14-1-2026,Packing,,,,,,,,,,236,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,25,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR671,Jagat Sir,31-12-2025,31-12-2025,14-1-2026,Prem Power Solution Hathin,"New DP-1500-2%-200
595-14.50","1704,1705
(14-1-26)",FOC,total 311 pc aporved payment 25 lac 15/1/26 tak,55,,,,,,,,,,,14,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR663(A),Prem S. Sir,31-12-2025,31/12/25,14-1-2026,Sahun Inverter Battery Punhana(Order A),"N DP-1500-2%-200 extra
595-14.50","1706,1707
(14-1-26)",2 foc tt17536,,55,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,15,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok on sheet,,,,,14-1-2026,Mohit Ji Labour Dept.,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"431 Dispatch Jan,",,,,,111,1,0,0,0,0,0,0,0,0,0,14,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,20,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,0,,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
,Bal,,,,,,,     ,,,1520,26,47,0,0,0,2,0,1,5,0,4,59,0,0,11,1,0,30,3,0,0,0,4,0,41,21,0,0,3,1,0,0,0,0,0,0,0,0,24,5,0,0,0,0,26,62,0,0,10,7,0,1,39,0,0,1,2,1,45,85,0,0,0,44,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,21,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,1,0,0,2,3,6,0,0,96,0,0,12,0,0,0,0,0,1,22,31,0,0,0,14,17,8,0,11,0,2,0,12,10,6,0,24,5,22,3,13,2,0,0,0,10,0,0,0,0,0,111,-1,2,0,,,,343,,27,0,0,1,2,0,0,,,,12,1,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
15-1-2026,Packing,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,14,,,40,,,,,,128,56,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,New Stock Me Add,,,,,7,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Old Stock Me Add,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UPS Pur.,,,,,Electrent Energy PVT. LTD.,EEPL/25-26/547,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,99,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sale Ret.,,,,,Shiva Ent. Palwal,SE528/2025-26,,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"431 Dispatch Jan,",,,,,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,-2,,-1,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
,Bal,,,,,,,     ,,,2102,26,47,0,0,0,2,0,1,5,0,4,60,0,0,12,1,0,30,3,0,0,0,4,0,43,21,0,0,3,1,0,0,0,0,0,0,0,0,27,5,0,0,0,0,46,63,0,0,10,22,0,1,81,0,0,1,2,1,177,141,0,0,0,44,0,6,1,0,0,4,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,22,0,0,30,2,0,0,0,0,0,0,0,0,0,0,1,4,0,6,4,1,0,0,3,3,6,0,0,97,0,0,12,0,0,0,0,0,1,22,31,0,0,0,14,17,8,0,11,0,2,0,12,10,6,0,24,5,22,3,13,2,0,0,0,10,0,0,0,0,0,111,-1,2,0,,,,490,,127,0,0,1,2,0,0,,,,62,1,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
16-1-2026,Packing,,,,,,,,,,150,,,,,,,,7,1,,11,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,53,9,,,,,,16,8,,,10,10,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,MR 28,Menender Sir,1-9-2026,1-9-2026,16-1-2026,Shri Bala Ji Elc. Service Center Dhampur,Service Center,1712 (16-1-26),,,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,MR 29,Menender Sir,1-9-2026,1-9-2026,16-1-2026,ASD Ent. Service Center Meerut ,Service Center,1710 (16-1-26),,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,MR 30,Menender Sir,1-9-2026,1-9-2026,16-1-2026,Neelam Inverter Service Center Saharanpur,Service Center,1711 (16-1-26),,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HR696(A),Prem S. Sir,6-1-2026,31-12-2025,16-1-2026,M.R Enterprises Punhana(Mubarik)(Order A),"New Dp-1500-2%-200 
595 sy-14.50","1713,1714
(16-1-26)",,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,10,,,,,,,10,,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16-1-2026,Subash Ji Soni C/O Monu Sir,#REF PSP,1743 (22-1-26),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"481 Dispatch Jan,",,,,,94,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,8,0,0,0,0,10,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,0,,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
,Bal,,,,,,,     ,,,2158,26,47,0,0,0,2,0,4,6,0,15,60,0,0,16,1,0,30,3,0,0,0,4,0,43,21,0,0,8,1,0,0,0,0,0,0,0,0,27,5,0,0,0,0,82,72,0,0,10,7,0,9,89,0,0,11,2,1,157,141,0,0,0,55,0,6,1,0,0,4,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,12,0,0,30,2,0,0,0,0,0,0,0,0,0,0,1,4,0,6,3,1,0,0,3,3,6,0,0,96,0,0,12,0,0,0,0,0,1,22,31,0,0,0,14,17,8,0,11,0,2,0,12,10,6,0,24,5,22,3,13,2,0,0,0,10,0,0,0,0,0,108,-1,2,0,,,,490,,127,0,0,1,2,0,0,,,,62,1,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
17-1-2026,Packing,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,40,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR695,Munender Sir,9-1-2026,9/1/26,17-1-2026,Vikash Elc. Service Centre Hisar,Service Centre,1715 (17-1-26),,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,HR618(B),Akash Sir,19-12-2025,23-12-2025,17-1-2026,Prakashmay Power Solution Bulandshahr (Order B,New Dp -1500-2%-200,1716 (17-1-26),1 Scooty,100,104,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,35,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,,,,,17-1-2026,Prakashmay Power Solution Bulandshahr ,Bangkok Tour Panding Foc,1717 (17-1-26),,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17-1-2026,Cash Sale,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"582 Dispatch Jan,",,,,,129,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,45,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
,Bal,,,,,Total Dispatch Dec. 957 pc,,     ,,,2288,24,47,0,0,0,2,0,4,6,0,15,40,0,0,16,1,0,30,3,0,0,0,4,0,43,19,0,0,8,1,0,0,0,0,0,0,0,0,27,5,0,0,0,0,110,50,0,0,10,7,0,9,44,0,0,11,2,1,152,111,0,0,0,164,0,6,1,0,0,4,0,0,0,0,0,0,41,1,0,0,85,0,0,0,0,0,1,11,0,0,30,2,0,0,0,0,0,0,0,0,0,0,1,4,0,6,3,1,0,0,3,3,6,0,0,96,0,0,12,0,0,0,0,0,1,22,31,0,0,0,14,17,8,0,11,0,2,0,12,10,6,0,24,5,22,3,13,2,0,0,0,10,0,0,0,0,0,108,-1,2,0,,,,490,,127,0,0,1,2,0,0,,,,62,1,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
